-3.407219906e-01	-9.063717123e-01
+8.123080362e-02	+1.089273567e+00
+8.163190724e-01	-1.148143354e+00
-5.976497648e-01	+3.596707474e-01
-4.310238196e-01	-2.501003119e-01
+5.595795664e-02	+1.134612051e+00
-4.138288707e-01	+4.883468009e-01
-3.153482768e-02	-9.670224468e-01
-2.952762403e-02	-6.849935588e-01
+5.336034173e-01	-1.039417525e+00
+6.702309541e-01	-1.310720515e+00
+1.366908342e-02	+7.615793145e-01
-5.181115888e-01	-6.190805924e-02
-1.498611355e-01	+9.898837525e-01
+1.304690658e-01	-1.030117985e+00
-9.230270762e-01	-4.908633476e-01
+3.473644721e-01	+9.817578967e-01
-8.648963768e-01	-5.476708144e-01
+4.230992774e-01	-1.051092833e+00
+2.864507579e-01	-8.800836254e-01
-7.052830544e-01	-2.982542455e-01
+3.044151474e-02	-1.030361070e+00
-8.454777870e-01	+3.249528857e-01
-9.814373809e-01	+7.260108889e-01
-1.136952458e-01	-3.526363434e-01
+2.978924527e-01	+1.367315107e+00
-2.434603657e-01	-4.922222823e-01
-1.492808573e-01	-7.944885033e-01
-4.644351145e-01	+1.742114445e-01
+1.049834743e+00	+1.507062547e+00
-9.928037644e-01	-6.172160260e-01
+2.355471554e-02	+4.458169417e-01
+8.289545373e-01	-1.389843828e+00
-3.034773148e-01	+9.457769425e-01
-6.660033132e-01	-4.073252256e-01
-6.146160225e-01	-6.121871924e-01
-1.101580708e+00	-1.902419355e-01
+8.780041325e-03	+3.815400693e-01
-3.969477565e-01	+2.385613252e-01
-5.067627349e-01	-9.170213074e-01
+6.109844314e-01	-1.047268876e+00
+8.890677274e-01	+1.422785872e+00
+6.723405463e-01	-1.180062818e+00
-9.623062663e-01	-4.812303673e-01
+3.611797701e-01	-9.277454367e-01
+1.054423177e+00	-1.439547297e+00
-9.252905625e-01	+1.665368586e-01
+5.339128793e-01	-9.684492583e-01
-9.037791173e-01	+2.167120101e-01
+6.056815534e-01	+1.318967215e+00
-3.249179004e-01	-4.674458870e-01
-1.018603561e+00	-4.428175438e-01
-8.452250529e-01	-5.773091341e-01
-1.453501120e-02	+3.873713957e-01
-9.114194511e-01	+3.609226675e-01
+7.691062581e-01	+1.396782606e+00
-1.001327965e+00	-4.230014543e-02
-6.405001449e-01	+8.990670861e-01
+1.579651695e-01	+1.162892659e+00
-7.249899883e-01	+5.035655057e-01
-8.049751878e-02	+5.100218529e-01
-3.145719909e-01	+9.503292064e-01
-5.815113694e-01	-8.510440334e-01
-4.626934114e-01	+7.185891308e-01
+4.536455568e-01	-1.331864216e+00
-4.150319244e-01	+1.032953903e+00
+7.840824722e-01	-1.384416375e+00
-1.104729541e+00	+1.478976916e-01
-5.092459320e-01	-9.609848650e-01
-7.765369069e-02	+3.696311386e-01
+8.334519069e-01	+1.348053313e+00
+4.744455129e-01	+1.010866558e+00
-6.595245830e-01	+9.740330252e-01
