-1.819125320e+00	-1.894532102e+00
+1.949104517e+00	-1.398332436e+00
+1.353314819e+00	-1.252273608e-01
+1.398589563e+00	-1.010607593e+00
-1.978234588e-01	-1.483362339e+00
+2.076273551e-01	+2.437518861e-01
+1.506614411e+00	-3.860685352e-01
-1.463939086e+00	-1.884869295e+00
+8.163190724e-01	-1.148143354e+00
-1.454514098e+00	-1.941821337e+00
-5.976497648e-01	+3.596707474e-01
+1.616634778e+00	-6.069781319e-01
-4.138288707e-01	+4.883468009e-01
+5.336034173e-01	-1.039417525e+00
-1.696546688e+00	-1.484481112e+00
-1.487816644e+00	-1.392389226e+00
-1.272479662e+00	-6.173308667e-01
+1.587153640e+00	-1.041534389e-01
+6.702309541e-01	-1.310720515e+00
-1.230843925e+00	-1.836525535e+00
-1.324259748e+00	-8.856386439e-01
-1.291958063e+00	-1.645189865e+00
-1.517456516e+00	-1.568849279e-01
-1.174665126e+00	-5.429205558e-01
+1.366908342e-02	+7.615793145e-01
+5.116015580e-01	-1.672963872e+00
-1.755688161e+00	-8.924894074e-01
-1.261915923e+00	-1.162602707e+00
-1.853267188e+00	-9.902522226e-01
+4.670976846e-02	+1.284539411e-01
-1.571311955e+00	-2.103505327e-01
+1.304690658e-01	-1.030117985e+00
-9.230270762e-01	-4.908633476e-01
-1.919715209e+00	-7.116833377e-01
-1.154207972e+00	-6.900105913e-01
+3.743698142e-01	+7.164092766e-01
+1.156684954e+00	-6.231204284e-03
-2.733618151e-01	-1.489678789e+00
-8.648963768e-01	-5.476708144e-01
+5.836689653e-01	+2.831132187e-01
+4.230992774e-01	-1.051092833e+00
-1.592870110e+00	-1.388563443e+00
-1.016169086e+00	-1.357274507e+00
-1.253731904e+00	-8.596193252e-01
-1.551844391e+00	-4.085776038e-01
+1.268288284e+00	-9.683886918e-01
+1.077971733e+00	-1.251825006e+00
+3.044151474e-02	-1.030361070e+00
-8.454777870e-01	+3.249528857e-01
-1.382549139e+00	-7.543959258e-02
+1.303577302e-01	-1.792705853e+00
-6.535828872e-01	-1.462341292e+00
+1.753361827e+00	-1.275067735e+00
-1.193490720e+00	-1.345376229e+00
+6.607888828e-01	+9.226169908e-02
+9.904375207e-01	+1.088156037e-02
-4.644351145e-01	+1.742114445e-01
+4.802910237e-01	+1.338443679e-01
-1.393300481e+00	-7.531117288e-01
-1.490045351e+00	-4.108508378e-01
+1.189181463e+00	-1.400330291e+00
+7.757937779e-01	+1.708977734e-01
-9.928037644e-01	-6.172160260e-01
+2.355471554e-02	+4.458169417e-01
+8.289545373e-01	-1.389843828e+00
+3.051534407e-01	+4.268601855e-01
-3.034773148e-01	+9.457769425e-01
-1.966425144e-01	-1.547047817e+00
-1.780953445e+00	-6.592110334e-01
+1.211413794e+00	-1.981471908e+00
-1.101580708e+00	-1.902419355e-01
-1.436571918e+00	-1.294452054e+00
+1.659383604e+00	-5.504244035e-01
+3.223534011e-01	+5.290571517e-01
-1.405349089e+00	-3.415035051e-01
+8.780041325e-03	+3.815400693e-01
-1.179441438e+00	-1.237249117e+00
-1.853801329e+00	-1.117322196e-01
+2.593645331e-01	-1.737165442e+00
+1.102110467e+00	-1.868446610e-01
-3.969477565e-01	+2.385613252e-01
-1.379039016e+00	-1.272287478e+00
-5.067627349e-01	-9.170213074e-01
-1.898454577e+00	-1.375389611e+00
-1.891616030e+00	-1.112111352e+00
-1.921157849e+00	-1.583565672e+00
+1.199664341e+00	-1.285821352e+00
+6.109844314e-01	-1.047268876e+00
-1.602234429e+00	-1.027311236e+00
+1.320879458e+00	-4.112658815e-01
+6.723405463e-01	-1.180062818e+00
-1.947992306e+00	-1.657965877e+00
-1.168454979e+00	-1.893871185e+00
+1.269774247e+00	-6.327305932e-01
-9.623062663e-01	-4.812303673e-01
+1.054423177e+00	-1.439547297e+00
+1.473871904e+00	-5.027520700e-02
-2.991459821e-01	-1.910122767e+00
-9.252905625e-01	+1.665368586e-01
+5.339128793e-01	-9.684492583e-01
-1.313282857e+00	-9.107706939e-01
-9.037791173e-01	+2.167120101e-01
-1.174314913e+00	-1.956016685e+00
+4.020674417e-01	+6.601466982e-01
+7.567082113e-02	-1.812136133e+00
-1.018603561e+00	-4.428175438e-01
-8.452250529e-01	-5.773091341e-01
